Word	Activation	Evaluation	Imagery
beer	-0.778214	0.132305	2.820747
beers	-0.000019	1.416385	2.820747
bees	0.010809	-0.081564	2.820747
before	-2.298518	-0.000229	-0.710102
beg	0.900809	-3.644431	1.861138
began	0.900809	0.132305	-0.278153
begged	3.066519	-3.644431	-0.044999
begging	2.287776	-3.644431	1.100322
begin	1.160278	0.754725	-0.044999
beginner	-1.046833	0.001518	0.538300
beginning	0.004722	0.551470	0.175072
begins	0.148749	0.669604	0.010639
begun	0.716846	1.257212	-0.044999
behalf	-2.298518	-0.000229	-1.340844
behave	0.148749	1.026312	0.175072
behaved	0.148749	0.551470	0.010639
behavior	2.365905	0.132305	0.175072
behind	-1.195496	-0.999857	0.010639
being	-0.014752	0.419690	-0.278153
beings	-0.211108	0.001518	0.010639
belgian	-0.319455	0.551470	0.175072
belgians	-0.140645	0.132305	0.175072
belief	-2.699025	0.868498	-0.044999
beliefs	-0.005671	0.012373	0.010639
believe	-0.211108	0.474057	0.010639
believed	-0.549348	0.474057	-0.278153
believes	-0.549348	1.026312	-0.044999
believing	0.493704	1.257212	-0.710102
belittle	0.148749	-1.326004	-1.340844
bell	-0.778214	0.551470	2.820747
belly	-0.450163	0.018621	2.820747
belong	-1.046833	1.026312	0.010639
belonged	-1.289890	0.132305	-0.278153
belonging	-0.005671	0.132305	0.010639
belongs	-0.287614	1.257212	0.010639
beloved	-0.140645	0.868498	0.010639
below	-0.287614	-0.808232	1.100322
belt	-0.287614	-0.808232	2.820747
bench	-4.622537	-0.041802	2.820747
bend	-0.014752	-0.041802	0.538300
beneath	-1.437902	-0.000229	0.010639
beneficial	-2.298518	1.257212	-0.278153
benefit	-0.549348	1.789844	0.175072
benefits	-0.093515	1.887217	-0.044999
bent	0.030435	-0.101185	1.861138
beseeching	0.356293	-0.101185	-2.170380
beside	-2.032228	0.132305	1.100322
besides	-1.702669	-0.041802	-0.710102
besotted	-0.491564	-0.999857	-0.710102
best	0.337182	2.571334	0.175072
bet	-1.437902	-0.596989	2.820747
better	-0.778214	2.250380	0.538300
between	-0.319455	-0.155062	1.100322
beyond	-0.319455	-0.000229	0.538300
bible	-0.005671	0.132305	2.820747
biblical	0.010809	0.132305	-0.044999
bid	0.716846	0.132305	-0.044999
bide	-1.046833	0.001518	-0.710102
big	-0.287614	0.132305	0.175072
bigger	-0.061624	0.551470	0.175072
biggest	-0.061624	1.257212	0.538300
bigwigs	0.024083	-0.019958	0.010639
bike	1.514929	0.349300	2.820747
bikes	1.514929	0.474057	2.820747
biking	6.053469	1.257212	2.820747
bill	-0.287614	-0.019958	2.820747
billboard	-1.289890	0.006343	2.820747
billion	0.379670	0.754725	-0.044999
bills	-0.140645	-0.596989	2.820747
binding	-0.061624	-0.155062	-0.044999
binge	0.010809	-1.586861	-0.044999
biography	-1.437902	-0.000229	1.100322
biological	-1.130421	-0.297432	0.010639
birches	-0.093515	0.012373	0.175072
bird	0.148749	1.026312	2.820747
birds	0.559548	0.669604	2.820747
birth	3.637002	0.419690	1.861138
birthday	1.039588	3.530636	2.820747
bishop	-0.587968	-0.155062	1.100322
bit	-0.031595	-0.081564	0.010639
bitches	-0.061624	-3.644431	1.100322
bitching	3.220259	-3.644431	0.538300
bitchy	1.786400	-3.644431	0.010639
bite	3.220259	-1.586861	1.861138
bits	-2.032228	-0.297432	1.861138
bitter	0.337182	-2.898315	0.175072
bitterly	0.900809	-2.509878	-0.710102
bitterness	0.493704	-1.326004	-0.278153
blab	1.160278	-1.971295	-0.278153
black	0.004722	0.132305	1.100322
blackbird	-0.211108	0.132305	2.820747
blackest	-1.437902	0.132305	-0.044999
blade	-0.093515	-0.155062	2.820747
blades	0.010809	-0.081564	2.820747
blame	0.797123	-3.644431	0.010639
blames	1.786400	-3.644431	0.010639
blank	-2.983598	-0.297432	1.100322
blanked	-2.298518	-1.326004	-0.044999
blanket	-2.298518	1.620145	2.820747
blankets	-0.549348	0.474057	2.820747
blankly	-2.298518	-0.155062	-1.340844
blase	-0.778214	-1.326004	-2.170380
blast	3.220259	-0.372557	0.538300
blazer	0.148749	-0.596989	0.175072
bleak	-1.046833	-1.586861	0.010639
bleat	-1.702669	-0.874088	-0.278153
bleeding	3.787469	-3.644431	2.820747
blessed	-0.549348	1.789844	0.175072
blessedly	-0.587968	1.257212	-0.710102
blessing	0.010809	1.026312	0.175072
blew	0.493704	-1.326004	0.175072
blind	-1.130421	-3.644431	1.100322
blindness	-2.127299	-3.644431	0.175072
bloc	-1.437902	-0.596989	-0.044999
block	-1.046833	-2.509878	1.861138
blockade	-0.061624	-0.155062	0.175072
blocked	0.024083	-1.326004	1.100322
blockhead	-0.778214	-1.506035	0.538300
blocks	-1.289890	0.006343	0.175072
blond	-0.549348	2.763584	1.100322
blonde	-0.319455	3.530636	1.100322
blood	0.148749	-1.116716	2.820747
bloom	-0.395133	0.868498	0.175072
blooming	2.287776	0.474057	1.100322
blow	0.148749	0.132305	0.538300
blowing	2.287776	-1.586861	1.100322
blowtorch	0.148749	-1.586861	1.100322
blue	-2.298518	0.132305	1.861138
bluebell	-2.298518	0.551470	0.175072
bluer	-0.319455	1.257212	-0.278153
blues	-0.450163	-1.506035	0.010639
blurt	2.287776	-2.640437	-0.278153
blushes	1.314201	0.132305	1.861138
blustering	3.997567	-2.115523	-0.044999
boar	0.148749	-2.115523	0.538300
board	-0.395133	-1.326004	1.100322
boards	-0.093515	-0.596989	2.820747
boat	-0.005671	2.250380	2.820747
boating	0.148749	2.983926	1.100322
boats	-0.014752	1.257212	2.820747
bodies	0.445416	0.419690	1.861138
body	-0.549348	0.419690	2.820747
boil	2.287776	-1.116716	1.861138
boiled	0.379670	-2.115523	-0.044999
bold	1.039588	0.024694	-0.044999
bolt	3.477280	-0.214039	0.175072
bomb	4.826465	-3.644431	1.861138
bombers	4.310702	-3.644431	0.538300
bombs	4.826465	-3.644431	0.538300
bond	-0.039823	0.030421	-0.278153
bonding	-0.319455	0.474057	-0.044999
bone	-0.061624	-1.586861	2.820747
boned	0.148749	-2.509878	0.175072
bones	-0.319455	-2.509878	1.861138
bonuses	-0.287614	3.820782	-0.278153
book	-0.549348	0.132305	2.820747
books	-0.287614	0.669604	2.820747
boost	2.287776	0.419690	-0.278153
boot	0.148749	-0.297432	2.820747
boots	-0.061624	-0.081564	2.820747
border	-0.778214	-0.874088	0.538300
borders	-0.093515	-0.297432	0.010639
bore	-2.298518	-3.644431	-0.044999
bored	-0.549348	-1.797865	0.010639
boredom	-1.508064	-3.644431	-0.278153
born	1.160278	1.620145	2.820747
borrowed	0.148749	-0.417683	0.175072
borrows	0.148749	-0.596989	-0.278153
boss	-0.140645	-0.808232	2.820747
boston	-0.778214	-0.372557	-0.044999
both	-1.046833	-0.238684	-2.170380
bother	1.786400	-3.644431	0.175072
bothered	0.000544	-3.644431	-0.044999
bothersome	-0.587968	-3.644431	-0.710102
bottle	0.010809	-0.041802	2.820747
bottles	-1.130421	-1.326004	2.820747
bottom	-0.140645	-0.808232	1.100322
bought	0.148749	0.474057	1.100322
boulder	-0.587968	-1.506035	1.861138
boulevard	-0.549348	-0.596989	1.861138
bounced	0.148749	-0.372557	0.538300
bound	0.148749	-0.596989	-1.340844
boundaries	-0.319455	-3.644431	0.175072
boundary	-0.211108	-1.116716	0.175072
bounds	1.232379	-2.341412	-1.340844
bow	0.036361	-0.155062	0.538300
bowl	0.010809	-0.596989	2.820747
bowled	0.004722	-0.874088	0.538300
bowling	0.716846	-0.008248	2.820747
box	-0.778214	-1.586861	2.820747
boxer	5.559872	-0.596989	2.820747
boxes	-0.061624	-1.586861	2.820747
boy	1.039588	0.603619	2.820747
boy's	0.148749	0.006343	1.100322
boyfriend	-0.014752	1.257212	2.820747
boyfriends	0.004722	0.474057	1.100322
boys	-0.061624	0.325280	2.820747
bra	-0.319455	0.474057	2.820747
brace	0.356293	-1.172147	0.175072
bracelet	-0.211108	1.478728	2.820747
bragging	1.786400	-2.509878	-0.044999
brags	1.667130	-3.644431	-0.278153
brain	-0.211108	1.478728	1.100322
brains	-0.319455	0.132305	1.100322
branch	-0.031595	-0.041802	2.820747
branches	-0.211108	-0.041802	1.100322
brand	0.942679	-0.340272	0.010639
brass	-1.046833	-0.238684	2.820747
brave	1.160278	3.820782	-0.710102
bravest	1.514929	2.250380	-1.340844
bread	-1.702669	0.132305	2.820747
break	0.653476	-3.644431	0.538300
breakdance	4.972390	0.349300	2.820747
breakdown	3.882810	-3.644431	0.010639
breakfast	-0.549348	2.250380	2.820747
breaking	1.786400	-2.509878	0.175072
breaks	1.160278	-0.999857	0.538300
breast	-0.061624	1.950814	2.820747
breath	0.148749	0.754725	0.175072
breather	-0.549348	0.006343	-0.278153
breathing	0.493704	1.789844	0.538300
breaths	-0.014752	0.754725	0.175072
breeches	-0.014752	-1.326004	-0.278153
breed	0.445416	-1.797865	0.538300
breeze	-1.289890	1.257212	0.175072
brick	-1.289890	-0.417683	2.820747
bride	-0.549348	1.478728	2.820747
bridge	-0.319455	0.001518	2.820747
bridges	-0.061624	0.001518	2.820747
brief	-0.778214	-0.372557	-2.170380
briefly	-0.001370	-0.214039	-0.710102
bright	-0.031595	1.478728	2.820747
brightness	-0.014752	1.257212	0.538300
brilliant	0.379670	4.760949	0.010639
bring	0.716846	-0.008248	0.010639
bringing	0.148749	-0.019958	-0.278153
brings	0.148749	-0.008248	-0.278153
british	-0.587968	0.349300	0.175072
broad	-1.702669	-2.115523	-0.044999
broadcast	0.797123	-0.155062	0.010639
broader	-0.211108	-0.596989	-0.710102
broadway	0.010809	0.132305	2.820747
broke	0.010809	-2.640437	1.100322
bronze	-0.287614	0.132305	1.861138
brooding	0.030435	-1.662173	-1.340844
brother	-0.001370	0.024694	2.820747
brother's	-0.491564	-0.155062	0.175072
brothers	-0.211108	-0.297432	1.100322
brought	-0.114763	-1.326004	-0.044999
brown	-0.347565	-0.155062	2.820747
browsed	0.004722	0.001518	0.175072
bruises	0.148749	-3.644431	2.820747
brush	-0.319455	-0.081564	2.820747
brushed	0.148749	-0.372557	0.538300
brutality	6.053469	-3.644431	0.010639
brutes	0.445416	-3.644431	-0.044999
bubble	-0.005671	1.093219	1.861138
bubbles	-1.046833	0.419690	1.100322
bubbly	0.030435	0.603619	1.100322
buck	0.004722	-0.874088	0.175072
buddy	-0.319455	1.789844	0.538300
budged	1.160278	-0.596989	-0.278153
budget	-0.615504	-0.155062	-1.340844
buffalo	-0.778214	-0.874088	2.820747
buffer	-0.995083	-0.297432	-0.278153
bugged	1.709964	-3.644431	-0.044999
build	0.408639	0.132305	2.820747
builder	0.379670	0.018621	1.861138
builders	0.017453	0.132305	1.861138
building	0.004722	0.001518	2.820747
buildings	-1.046833	-0.041802	2.820747
built	-0.778214	-0.372557	0.010639
bulk	-0.491564	-1.326004	0.175072
bull	0.024083	-1.506035	2.820747
bull's-eye	0.148749	-0.238684	0.175072
bullet	3.365654	-1.326004	1.861138
bulletin	-0.140645	-0.417683	1.861138
bullets	1.786400	-3.644431	0.538300
bummer	-0.005671	-3.644431	-1.340844
bunch	-0.778214	-0.019958	0.010639
bunches	-1.437902	-0.372557	0.010639
bundle	-0.031595	0.006343	0.538300
bungalow	-2.298518	0.001518	1.861138
bunk	-0.549348	-0.596989	0.010639
bunks	-0.491564	-0.596989	0.010639
bunny	-0.347565	2.854238	2.820747
bunny's	-0.211108	3.183455	1.100322
burbled	0.148749	-0.874088	-1.340844
burden	-0.093515	-3.644431	-0.278153
bureau	-1.437902	-1.586861	2.820747
burial	0.445416	-3.644431	1.861138
buried	1.039588	-2.509878	1.100322
burn	4.310702	-3.644431	1.861138
burned	3.220259	-3.644431	1.100322
burning	7.117152	-3.644431	1.861138
burns	3.882810	-3.644431	1.100322
burst	4.310702	-1.172147	-0.044999
bursting	0.493704	-0.081564	0.010639
bus	-0.001370	-0.065561	2.820747
bush	-1.046833	-0.238684	2.820747
bushes	-0.778214	-0.874088	1.100322
bushy	-0.000019	-0.000229	1.100322
busied	-0.031595	-0.596989	-1.340844
business	0.004722	-0.874088	1.861138
businesses	0.010809	-0.596989	0.538300
businessmen	0.148749	0.012373	1.100322
busting	3.066519	-1.326004	0.010639
busy	1.514929	-0.238684	0.538300
but	-0.287614	-0.297432	-2.170380
butt	-0.211108	-0.596989	1.861138
butter	-1.702669	-0.238684	2.820747
butterflies	-0.778214	1.620145	2.820747
butterfly	-0.287614	2.983926	2.820747
button	-2.298518	-0.372557	2.820747
buttons	-0.211108	0.006343	2.820747
buy	1.039588	0.001518	-0.044999
buying	2.080232	1.416385	0.010639
buys	0.148749	0.669604	-0.044999
buzz	1.314201	0.012373	-0.278153
by	-0.211108	-0.596989	-2.170380
byte	-0.319455	-1.586861	0.538300
cab	-0.587968	-0.297432	2.820747
cabin	-2.699025	0.132305	2.820747
cabinet	-1.046833	-0.041802	2.820747
cafe	-1.289890	0.379756	2.820747
cafeteria	0.010809	0.012373	2.820747
cake	-1.046833	4.277952	2.820747
calcium	-0.778214	0.132305	0.010639
calculated	0.148749	-0.874088	0.010639
calculation	0.004722	-0.874088	-0.710102
calculations	0.356293	-0.767485	-0.278153
calendar	-0.549348	-0.238684	2.820747
calendars	-0.140645	-0.417683	2.820747
calf	-0.093515	-0.008248	2.820747
call	0.716846	0.132305	0.175072
called	0.408639	0.132305	0.010639
calling	1.160278	0.018621	0.010639
calls	0.148749	0.349300	0.175072
calm	-1.702669	0.132305	0.010639
calmly	-1.289890	4.543310	-0.710102
calms	-1.046833	2.250380	-0.278153
came	-0.031595	-0.596989	-0.044999
camera	-0.549348	-0.041802	2.820747
camp	0.379670	1.093219	2.820747
campaign	0.356293	-0.447881	0.538300
campaigns	-0.001370	-0.065561	0.538300
camps	-0.491564	2.250380	2.820747
campus	-0.778214	-0.297432	1.861138
can	-0.491564	-0.596989	-0.044999
can't	-0.000019	-2.341412	-1.340844
cancer	1.786400	-2.509878	-0.044999
candidate	-0.319455	-0.874088	1.100322
candidates	-0.319455	-0.874088	0.538300
candle	-1.437902	1.026312	2.820747
candy	-0.093515	2.250380	2.820747
cane	-0.211108	-0.238684	2.820747
cannot	-0.995083	-3.644431	-2.170380
canvas	-1.046833	-0.596989	0.538300
canyon	-1.195496	-1.172147	2.820747
cap	-1.437902	-0.372557	1.100322
capabilities	-0.061624	-0.372557	-1.340844
capability	0.148749	0.132305	-1.340844
capable	0.030435	0.603619	-1.340844
capacity	-0.061624	-0.372557	-0.710102
cape	-0.995083	-0.101185	2.820747
capita	-0.287614	-0.596989	-2.170380
capital	-0.014752	-0.019958	-0.044999
capitalism	0.716846	-0.999857	-2.170380
capitol	0.017453	-0.155062	-2.170380
captain	0.148749	0.001518	2.820747
capture	1.514929	-3.644431	0.175072
captured	1.786400	-3.644431	1.100322
car	-0.114763	1.257212	2.820747
carbon	-0.287614	-0.297432	0.175072
card	-2.298518	1.026312	1.100322
cardinal	-0.491564	-1.326004	2.820747
cards	-0.395133	0.132305	2.820747
care	-0.778214	1.789844	-0.710102
cared	-0.287614	2.983926	-0.710102
career	0.797123	3.530636	0.010639
careers	1.786400	3.948896	-0.278153
careful	-0.211108	0.419690	-1.340844
carefully	0.004722	0.132305	-1.340844
caretaker	0.010809	0.419690	2.820747
caring	0.148749	1.257212	-0.278153
caroused	0.036361	-0.000229	-0.710102
carouses	-0.211108	-0.041802	-1.340844
carpet	-3.360064	-0.372557	2.820747
carriage	0.024083	-0.008248	2.820747
carried	0.148749	-0.081564	0.175072
carriers	0.004722	-0.874088	0.175072
carries	0.493704	-0.874088	0.175072
carrot	-0.587968	0.018621	2.820747
carry	0.010809	-1.116716	0.538300
carrying	0.797123	-0.417683	0.175072
carryover	-0.061624	-0.874088	0.010639
cars	2.080232	0.967320	2.820747
carting	0.004722	-0.874088	-0.044999
cartons	-0.211108	0.024694	2.820747
carved	0.148749	-0.041802	0.538300
case	-0.319455	-0.874088	2.820747
cases	-0.039823	-0.340272	1.861138
cash	0.148749	2.250380	2.820747
cashier	-0.319455	-1.586861	2.820747
cast	-0.549348	-0.596989	0.538300
castle's	-0.395133	0.379756	2.820747
casual	-0.211108	1.718208	0.538300
casually	-0.778214	0.868498	-0.710102
cat	0.148749	0.018621	2.820747
catastrophe	2.734141	-1.797865	1.100322
catch	1.039588	0.006343	1.861138
catcher	0.797123	-0.297432	1.100322
categories	-0.140645	-0.008248	-0.278153
category	-0.114763	0.001518	-1.340844
catered	0.493704	0.132305	-0.044999
catholic	-0.061624	-0.041802	-0.710102
catholics	-0.005671	0.024694	-0.710102
cats	0.408639	-0.596989	2.820747
cattle	0.010809	0.012373	2.820747
catty	-0.061624	-1.116716	-0.710102
caught	-0.114763	-0.874088	-0.278153
cause	0.148749	0.024694	-2.170380
caused	0.010809	-0.019958	-2.170380
causes	0.004722	-0.041802	-2.170380
causing	-0.031595	0.012373	-2.170380
caution	-0.549348	-1.971295	0.538300
cautious	0.148749	-1.797865	-0.278153
cavalry	-0.491564	-0.081564	0.010639
cavity	-2.032228	-0.874088	1.100322
cease	-0.114763	-0.372557	-0.278153
ceased	-0.287614	-0.214039	-0.710102
ceiling	-0.778214	-0.041802	1.861138
ceilings	-0.549348	-0.155062	0.538300
celebrated	2.734141	3.820782	-0.278153
celebration	4.668458	3.820782	0.538300
cell	0.010809	-0.417683	1.100322
cellar	-0.140645	-0.101185	1.861138
cells	-0.395133	-0.596989	1.100322
cellulose	-0.395133	-0.999857	-0.278153
cement	-0.549348	-0.155062	2.820747
cemetery	-0.778214	-1.116716	2.820747
census	-0.061624	-0.596989	-0.278153
cent	-0.319455	0.132305	2.820747
centaurs	-0.395133	-0.008248	0.010639
center	0.024083	0.325280	1.100322
centered	0.148749	0.024694	-0.044999
centers	-0.211108	-0.155062	-0.044999
centimeter	-0.014752	-0.297432	1.861138
central	-0.211108	-0.155062	-0.710102
cents	-0.450163	-0.000229	0.538300
centuries	-0.114763	-0.372557	-2.170380
centurion	-0.114763	-0.081564	-0.278153
century	-0.114763	-0.081564	-1.340844
cereal	-0.491564	0.474057	2.820747
ceremonies	1.959874	1.093219	0.538300
ceremony	1.039588	0.419690	0.538300
certain	-0.140645	0.349300	-2.170380
certainly	-0.061624	-0.041802	-2.170380
certainty	0.024083	-0.065561	-2.170380
chain	-0.491564	-0.081564	2.820747
chained	-2.032228	-0.874088	1.861138
chains	0.017453	-0.596989	1.861138
chair	-0.995083	0.024694	2.820747
chairman	-0.319455	0.132305	0.175072
chairs	-1.930160	-0.008248	2.820747
challenge	5.559872	-0.155062	-1.340844
challenging	5.559872	0.132305	-1.340844
chamber	-0.140645	-0.101185	0.538300
chambers	-0.549348	-0.155062	0.175072
champagne	0.148749	0.868498	2.820747
champion	1.232379	0.132305	0.010639
champions	0.559548	0.001518	0.010639
chance	-0.211108	0.132305	-2.170380
chances	-0.140645	0.132305	-2.170380
change	0.148749	0.474057	-0.278153
changed	-0.001370	0.132305	-0.278153
changes	0.148749	0.754725	-1.340844
changing	1.232379	1.026312	-1.340844
channel	-0.395133	-0.008248	0.010639
channels	0.010809	-0.155062	-0.278153
chaos	0.559548	-1.586861	0.175072
chapel	-1.437902	0.006343	2.820747
chapter	-0.114763	0.001518	0.538300
chapters	-0.778214	0.006343	0.175072
character	-0.211108	-0.000229	-0.044999
characteristic	-0.211108	0.305876	-1.340844
characteristics	-0.778214	0.868498	-1.340844
characterized	-0.114763	0.001518	-1.340844
characters	0.017453	0.132305	-0.044999
charade	-0.114763	-0.081564	-0.710102
charcoal	-0.491564	-0.081564	2.820747
charge	-0.114763	-0.081564	-0.710102
charged	-0.014752	-0.101185	-0.278153
charges	-0.061624	-0.596989	-0.278153
charm	0.900809	2.645480	0.010639
charming	0.559548	2.763584	-0.278153
chars	-0.995083	-0.002446	-0.710102
chart	-2.032228	-0.372557	1.861138
charter	-0.093515	-0.002446	0.010639
chase	1.786400	-1.116716	0.175072
chased	0.559548	-1.586861	-0.278153
cheap	-0.287614	-2.237562	-0.710102
cheaper	-0.061624	0.132305	-0.710102
cheating	0.148749	-1.586861	-0.710102
check	-0.319455	-0.041802	-0.044999
checked	-0.031595	0.012373	-0.710102
checks	-0.211108	0.132305	0.010639
cheek	0.004722	0.419690	2.820747
cheeks	-1.289890	0.349300	2.820747
cheerful	3.882810	2.250380	1.100322
cheering	3.882810	3.183455	0.175072
cheerleader	0.148749	-2.115523	2.820747
cheesecake	-0.140645	2.983926	1.861138
chemical	0.148749	-1.797865	0.010639
chemistry	0.000544	-0.081564	-1.340844
cherished	0.559548	1.026312	-0.710102
chest	-0.093515	0.325280	2.820747
chewing	2.734141	-0.297432	2.820747
chicken	0.010809	0.012373	2.820747
chickens	-0.319455	-0.238684	2.820747
chief	1.232379	0.001518	1.100322
chiefly	0.024083	-0.065561	-1.340844
child	0.148749	1.478728	2.820747
child's	0.004722	0.419690	-0.044999
childish	0.900809	-0.417683	-0.278153
children	2.287776	2.645480	2.820747
children's	-0.061624	1.478728	-0.710102
chill	-0.491564	-1.586861	-0.710102
chin	-0.491564	-0.372557	2.820747
chinese	0.000544	0.001518	1.861138
chip	-0.093515	-0.065561	1.100322
chlorine	-0.319455	-1.116716	0.175072
choice	-0.031595	0.379756	-2.170380
choices	0.017453	0.669604	-2.170380
cholesterol	-0.014752	-0.999857	-0.044999
choose	-0.031595	0.754725	-2.170380
choosing	0.017453	0.132305	-1.340844
chores	0.408639	-0.999857	0.538300
chorus	-0.395133	-0.999857	0.175072
chose	-0.014752	-0.101185	-2.170380
chosen	-0.061624	-0.041802	-2.170380
christ	-0.778214	0.132305	0.538300
